time,loc,image_id,sat_id,area_km2,area_km2_outlier_iqr,area_km2_outlier_zscore,area_km2_outlier_mad,area_km2_zscore,area_km2_mad_score
2021-12-26 19:00:00.000000,1257,LANDSAT-LE07-C02-T1_L2-LE07_197031_20211226,LE07,3.3129,1,0,1,2.6037853728933804,10.981491638795976
2023-01-22 19:00:00.000000,1257,LANDSAT-LC08-C02-T1_L2-LC08_197031_20230122,LC08,3.0852,1,0,1,2.288725721814207,9.84003010033444
2002-01-12 19:00:00.000000,1257,LANDSAT-LT05-C02-T1_L2-LT05_197031_20020112,LT05,2.9529,1,0,1,2.105667347471763,9.176809364548488
2014-12-31 19:00:00.000000,1257,LANDSAT-LC08-C02-T1_L2-LC08_197031_20141231,LC08,2.8917,1,0,1,2.0209872831500877,8.870013377926416
2017-01-05 19:00:00.000000,1257,LANDSAT-LC08-C02-T1_L2-LC08_197031_20170105,LC08,2.8224,1,0,1,1.925099563256426,8.52261204013377
2021-12-18 19:00:00.000000,1257,LANDSAT-LC08-C02-T1_L2-LC08_197031_20211218,LC08,2.7801,1,0,1,1.866570695269386,8.310561872909691
2017-12-23 19:00:00.000000,1257,LANDSAT-LC08-C02-T1_L2-LC08_197031_20171223,LC08,2.7666,1,0,1,1.8478912693160752,8.24288628762541
2021-01-08 19:00:00.000000,1257,LANDSAT-LE07-C02-T1_L2-LE07_197031_20210108,LE07,2.7594,1,0,1,1.8379289088076427,8.20679264214046
2013-12-12 19:00:00.000000,1257,LANDSAT-LC08-C02-T1_L2-LC08_197031_20131212,LC08,2.7522,1,0,1,1.8279665482992107,8.170698996655512
2010-11-02 19:00:00.000000,1257,LANDSAT-LT05-C02-T1_L2-LT05_197031_20101102,LT05,2.7486,1,0,1,1.8229853680449946,8.152652173913037
2014-05-21 19:00:00.000000,1257,LANDSAT-LC08-C02-T1_L2-LC08_197031_20140521,LC08,0.0,1,0,1,1.9801457560490598,5.626096989966551
2021-03-05 19:00:00.000000,1257,LANDSAT-LC08-C02-T1_L2-LC08_197031_20210305,LC08,0.0,1,0,1,1.9801457560490598,5.626096989966551
1992-06-09 19:00:00.000000,1257,LANDSAT-LT05-C02-T1_L2-LT05_197031_19920609,LT05,0.0,1,0,1,1.9801457560490598,5.626096989966551
2009-12-17 19:00:00.000000,1257,LANDSAT-LT05-C02-T1_L2-LT05_197031_20091217,LT05,0.0,1,0,1,1.9801457560490598,5.626096989966551
2006-12-13 20:10:30.000000,1258,LANDSAT-LE07-C02-T1_L2-LE07_201030_20061213,LE07,0.2592,1,1,1,6.6602651177685015,21.96942857142857
1999-07-11 20:10:30.000000,1258,LANDSAT-LT05-C02-T1_L2-LT05_201030_19990711,LT05,0.2304,1,1,1,5.703009284263149,18.886
2017-12-19 20:10:30.000000,1258,LANDSAT-LC08-C02-T1_L2-LC08_201030_20171219,LC08,0.1782,1,1,1,3.967983086034698,13.297285714285714
